#SUBMITTED ID	GENE_SNAPSHOT	LOCATION_ARM	LOCATION_MAX	LOCATION_MIN	LOCATION_STRAND	NAME	SYMBOL
CG6206	Lysosomal α-mannosidase II (LManII) encodes a mannosyl-oligosaccharide 1,2-alpha-mannosidase involved in the degradation of asparagine-linked carbohydrates of glycoproteins. [Date last reviewed: 2019-09-12]	2L	10462472	10457658	1	Lysosomal alpha-mannosidase II	LManII
CG6206	Lysosomal α-mannosidase II (LManII) encodes a mannosyl-oligosaccharide 1,2-alpha-mannosidase involved in the degradation of asparagine-linked carbohydrates of glycoproteins. [Date last reviewed: 2019-09-12]	2L	10462472	10457658	1	Lysosomal alpha-mannosidase II	LManII
CG6206	-	-	-	-	-	-	Dsim\CG6206
CG6686	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	11988039	11984327	-1	-	CG6686
CG4495	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	7185529	7182234	1	Mitochondrial calcium uptake 1	MICU1
CG4495	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	7185529	7182234	1	Mitochondrial calcium uptake 1	MICU1
CG6699	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	13382382	13378902	1	Coat Protein (coatomer) beta'	beta'COP
CG6699	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	13382382	13378902	1	Coat Protein (coatomer) beta'	beta'COP
CG6214	-	2L	12766546	12719045	1	Multidrug-Resistance like Protein 1	MRP
CG6214	-	2L	12766546	12719045	1	Multidrug-Resistance like Protein 1	MRP
CG11838	reduced mechanoreceptor potential A (rempA) encodes the IFT140 subunit of the IFT-A subcomplex. As such, it is a component of the conserved intraflagellar transport (IFT) mechanism and is needed to extend cilia above the cell surface. [Date last reviewed: 2019-03-14]	2L	560310	553742	-1	reduced mechanoreceptor potential A	rempA
CG11838	reduced mechanoreceptor potential A (rempA) encodes the IFT140 subunit of the IFT-A subcomplex. As such, it is a component of the conserved intraflagellar transport (IFT) mechanism and is needed to extend cilia above the cell surface. [Date last reviewed: 2019-03-14]	2L	560310	553742	-1	reduced mechanoreceptor potential A	rempA
CG17139	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	10845664	10843014	-1	-	CG17139
CG17140	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	10845664	10843014	-1	-	CG17140
CG17158	capping protein beta (cpb) encodes an actin-binding protein that, together with cpa, binds to the fast growing ends of actin filaments, restricting the addition or loss of actin monomers. It restricts JNK signaling, modulates Hippo signaling, maintains epithelial integrity and neuronal homeostasis, controls proliferation/apoptosis in wing imaginal discs, and promotes oogenesis. [Date last reviewed: 2018-09-13]	2L	1706962	1704902	1	capping protein beta	cpb
CG17158	capping protein beta (cpb) encodes an actin-binding protein that, together with cpa, binds to the fast growing ends of actin filaments, restricting the addition or loss of actin monomers. It restricts JNK signaling, modulates Hippo signaling, maintains epithelial integrity and neuronal homeostasis, controls proliferation/apoptosis in wing imaginal discs, and promotes oogenesis. [Date last reviewed: 2018-09-13]	2L	1706962	1704902	1	capping protein beta	cpb
CG10954	-	2L	20423027	20417057	1	Actin-related protein 2/3 complex, subunit 2	Arpc2
CG10954	-	2L	20423027	20417057	1	Actin-related protein 2/3 complex, subunit 2	Arpc2
CG42522	COP9 signalosome subunit 8 (CSN8) encodes the subunit 8 of the COP9 signalosome (CSN) and is essential for the stability of the complex. The CSN plays a central role in the regulation of E3-cullin RING ubiquitin ligases. [Date last reviewed: 2019-03-07]	2L	8365663	8364855	1	COP9 signalosome subunit 8	CSN8
CG42522	COP9 signalosome subunit 8 (CSN8) encodes the subunit 8 of the COP9 signalosome (CSN) and is essential for the stability of the complex. The CSN plays a central role in the regulation of E3-cullin RING ubiquitin ligases. [Date last reviewed: 2019-03-07]	2L	8365663	8364855	1	COP9 signalosome subunit 8	CSN8
CG14023	Nuclear receptor coactivator 6 (Ncoa6) encodes a subunit of the Trithorax-related (Trr) complex, a COMPASS-like complex that mediates the methylation of histone H3K4. The product of Ncoa6 is required for transcriptional output of the Hippo pathway by directly interacting with the protein encoded by yki and recruiting the Trr complex to Hippo target genes. [Date last reviewed: 2018-11-15]	2L	5326683	5315290	-1	Nuclear receptor coactivator 6	Ncoa6
CG14023	Nuclear receptor coactivator 6 (Ncoa6) encodes a subunit of the Trithorax-related (Trr) complex, a COMPASS-like complex that mediates the methylation of histone H3K4. The product of Ncoa6 is required for transcriptional output of the Hippo pathway by directly interacting with the protein encoded by yki and recruiting the Trr complex to Hippo target genes. [Date last reviewed: 2018-11-15]	2L	5326683	5315290	-1	Nuclear receptor coactivator 6	Ncoa6
CG4887	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	1177589	1173009	1	-	CG4887
CG3542	-	2L	3026439	3023226	1	pre-mRNA processing factor 40	Prp40
CG3542	-	2L	3026439	3023226	1	pre-mRNA processing factor 40	Prp40
CG13137	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2017-07-13]	2L	10174090	10172702	1	-	CG13137
CG7099	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	13393959	13387571	1	-	CG7099
CG14005	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2017-07-13]	2L	5801975	5800517	-1	-	CG14005
CG3515	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2017-07-13]	2L	2552825	2551145	-1	-	CG3515
CG14006	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	5728811	5726415	-1	-	CG14006
CG9293	Inhibitor of growth family member 5 (Ing5) encodes a histone acetyltransferase that forms part of the Enok complex, which interacts with the product of elg1 to promote the G1/S transition via proliferating cell nuclear antigen (PCNA) unloading. [Date last reviewed: 2019-03-07]	2L	13387312	13385848	-1	Inhibitor of growth family member 5	Ing5
CG9293	Inhibitor of growth family member 5 (Ing5) encodes a histone acetyltransferase that forms part of the Enok complex, which interacts with the product of elg1 to promote the G1/S transition via proliferating cell nuclear antigen (PCNA) unloading. [Date last reviewed: 2019-03-07]	2L	13387312	13385848	-1	Inhibitor of growth family member 5	Ing5
CG31812	-	2L	16731199	16729777	1	tRNA splicing endonuclease subunit 2	Tsen2
CG31812	-	2L	16731199	16729777	1	tRNA splicing endonuclease subunit 2	Tsen2
CG3980	Centrosomal protein 97kDa (Cep97) encodes a centriolar protein that localizes to the distal end of both mother and daughter centrioles. It interacts with the product of Cp110, which is also localized to the distal end of the centrioles. Together they seem to prevent the centriole microtubules from extending beyond the distal end of the centriole. [Date last reviewed: 2019-03-07]	2L	3871425	3867697	1	Centrosomal protein 97kDa	Cep97
CG3980	Centrosomal protein 97kDa (Cep97) encodes a centriolar protein that localizes to the distal end of both mother and daughter centrioles. It interacts with the product of Cp110, which is also localized to the distal end of the centrioles. Together they seem to prevent the centriole microtubules from extending beyond the distal end of the centriole. [Date last reviewed: 2019-03-07]	2L	3871425	3867697	1	Centrosomal protein 97kDa	Cep97
CG14016	tombola (tomb) encodes a tesmin/TSO1-family protein involved in the transcriptional activation of the male germline. [Date last reviewed: 2019-09-19]	2L	5536758	5535861	-1	tombola	tomb
CG14016	tombola (tomb) encodes a tesmin/TSO1-family protein involved in the transcriptional activation of the male germline. [Date last reviewed: 2019-09-19]	2L	5536758	5535861	-1	tombola	tomb
CG5317	-	2L	12058251	12056326	1	Ribosomal protein L7-like	RpL7-like
CG5317	-	2L	12058251	12056326	1	Ribosomal protein L7-like	RpL7-like
CG5317	-	-	-	-	-	-	Dyak\GE18566
CG4454	borealin-related (borr) encodes one of the three targeting subunits for the product of aurB in the chromosomal passenger complex. It helps to target the complex to the centromere region of chromosomes and the cleavage furrow during cytokinesis. At centromeres the complex is involved both in pausing mitotic progression when there are chromosome mis-attachments and in correcting those mis-attachments. At the cleavage furrow, the complex is involved in regulating the process of abscission (cell separation). [Date last reviewed: 2019-03-07]	2L	9253118	9251472	-1	borealin-related	borr
CG4454	borealin-related (borr) encodes one of the three targeting subunits for the product of aurB in the chromosomal passenger complex. It helps to target the complex to the centromere region of chromosomes and the cleavage furrow during cytokinesis. At centromeres the complex is involved both in pausing mitotic progression when there are chromosome mis-attachments and in correcting those mis-attachments. At the cleavage furrow, the complex is involved in regulating the process of abscission (cell separation). [Date last reviewed: 2019-03-07]	2L	9253118	9251472	-1	borealin-related	borr
CG5300	-	2L	10418991	10414017	1	Kinesin-like protein at 31E	Klp31E
CG5300	-	2L	10418991	10414017	1	Kinesin-like protein at 31E	Klp31E
CG18801	Ku80 (Ku80) encodes a protein that forms a Ku heterodimer with the product of Irbp, which binds to DNA double-strand break ends and is required for the non-homologous end joining pathway of DNA repair. [Date last reviewed: 2018-11-08]	2L	15771159	15768630	-1	Ku80	Ku80
CG18801	Ku80 (Ku80) encodes a protein that forms a Ku heterodimer with the product of Irbp, which binds to DNA double-strand break ends and is required for the non-homologous end joining pathway of DNA repair. [Date last reviewed: 2018-11-08]	2L	15771159	15768630	-1	Ku80	Ku80
CG4482	-	2L	14997559	14975747	-1	moladietz	mol
CG4482	-	2L	14997559	14975747	-1	moladietz	mol
CG4479	Protamine A (ProtA) encodes a protamine protein involved in packaging the paternal genome in sperm. Protamines are small highly basic proteins with numerous cysteines. [Date last reviewed: 2019-03-14]	2L	14881652	14879050	-1	Protamine A	ProtA
CG4479	Protamine A (ProtA) encodes a protamine protein involved in packaging the paternal genome in sperm. Protamines are small highly basic proteins with numerous cysteines. [Date last reviewed: 2019-03-14]	2L	14881652	14879050	-1	Protamine A	ProtA
CG4478	Protamine B (ProtB) encodes a protamine protein involved in packaging the paternal genome in sperm. Protamines are small highly basic proteins with numerous cysteines. [Date last reviewed: 2019-03-14]	2L	14883721	14882101	-1	Protamine B	ProtB
CG4478	Protamine B (ProtB) encodes a protamine protein involved in packaging the paternal genome in sperm. Protamines are small highly basic proteins with numerous cysteines. [Date last reviewed: 2019-03-14]	2L	14883721	14882101	-1	Protamine B	ProtB
CG5322	Lysosomal α-mannosidase I (LManI) encodes an enzyme that is involved in mannose metabolism using p-nitrophenyl-alpha-mannoside as a substrate. [Date last reviewed: 2019-09-26]	2L	10457241	10452677	-1	Lysosomal alpha-mannosidase I	LManI
CG5322	Lysosomal α-mannosidase I (LManI) encodes an enzyme that is involved in mannose metabolism using p-nitrophenyl-alpha-mannoside as a substrate. [Date last reviewed: 2019-09-26]	2L	10457241	10452677	-1	Lysosomal alpha-mannosidase I	LManI
CG17903	-	2L	16722644	16719932	1	Cytochrome c proximal	Cyt-c-p
CG17903	-	-	-	-	-	-	Dpse\GA14714
CG17903	-	2L	16722644	16719932	1	Cytochrome c proximal	Cyt-c-p
CG4896	-	2L	1182454	1177690	1	-	CG4896
CG17927	Myosin heavy chain (Mhc) encodes the motor protein that provides the force for muscle contraction through its ATP-dependent interaction with actin filaments. It functions with essential and regulatory light chains. [Date last reviewed: 2019-03-14]	2L	16788766	16766566	1	Myosin heavy chain	Mhc
CG17927	Myosin heavy chain (Mhc) encodes the motor protein that provides the force for muscle contraction through its ATP-dependent interaction with actin filaments. It functions with essential and regulatory light chains. [Date last reviewed: 2019-03-14]	2L	16788766	16766566	1	Myosin heavy chain	Mhc
CG4435	-	2L	9431052	9428669	-1	alpha1,3-fucosyltransferase B	FucTB
CG4435	-	2L	9431052	9428669	-1	alpha1,3-fucosyltransferase B	FucTB
CG10466	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	19792782	19792104	1	-	CG10466
CG7456	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	10488622	10485538	-1	Component of oligomeric golgi complex 4	Cog4
CG7456	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	10488622	10485538	-1	Component of oligomeric golgi complex 4	Cog4
CG9662	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2017-07-13]	2L	3376737	3375832	-1	-	CG9662
CG5287	-	2L	13183495	13179247	1	Alg7 dolichyl-phosphate N-acetylglucosaminephosphotransferase	Alg7
CG5287	-	2L	13183495	13179247	1	Alg7 dolichyl-phosphate N-acetylglucosaminephosphotransferase	Alg7
CG12674	-	2L	2081286	2079919	1	-	CG12674
CG12602	-	2L	11744524	11738948	1	Vacuolar H[+] ATPase 100kD subunit 5	Vha100-5
CG12602	-	2L	11744524	11738948	1	Vacuolar H[+] ATPase 100kD subunit 5	Vha100-5
CG3057	-	2L	2770069	2768590	-1	congested-like trachea	colt
CG3057	-	2L	2770069	2768590	-1	congested-like trachea	colt
CG3058	-	2L	4403955	4403251	1	Dim1	Dim1
CG3058	-	2L	4403955	4403251	1	Dim1	Dim1
CG10447	Nuclear factor Y-box B (Nf-YB) encodes a subunit of the nuclear transcription factor Y, which binds to the CCAAT box regulatory sequence. It regulates gene transcription and is involved in eye and thorax development. [Date last reviewed: 2018-10-11]	2L	19737088	19736044	1	Nuclear factor Y-box B	Nf-YB
CG10447	Nuclear factor Y-box B (Nf-YB) encodes a subunit of the nuclear transcription factor Y, which binds to the CCAAT box regulatory sequence. It regulates gene transcription and is involved in eye and thorax development. [Date last reviewed: 2018-10-11]	2L	19737088	19736044	1	Nuclear factor Y-box B	Nf-YB
CG6105	ATP synthase, subunit G (ATPsynG) encodes a subunit in the F0 portion of mitochondrial ATP synthase (Complex V). ATP synthase catalyzes the formation of ATP using energy from a proton gradient across the inner mitochondrial membrane after electron transport. [Date last reviewed: 2018-09-13]	2L	10976399	10975522	-1	ATP synthase, subunit G	ATPsynG
CG6105	ATP synthase, subunit G (ATPsynG) encodes a subunit in the F0 portion of mitochondrial ATP synthase (Complex V). ATP synthase catalyzes the formation of ATP using energy from a proton gradient across the inner mitochondrial membrane after electron transport. [Date last reviewed: 2018-09-13]	2L	10976399	10975522	-1	ATP synthase, subunit G	ATPsynG
CG6105	-	-	-	-	-	lethal (2) 06225	Dyak\l(2)06225
CG6105	-	-	-	-	-	-	Dpse\GA19355
CG6589	-	2L	11611772	11610510	-1	sperm-associated antigen 4	spag4
CG6589	-	2L	11611772	11610510	-1	sperm-associated antigen 4	spag4
CG7438	-	2L	10506779	10491814	-1	Myosin 31DF	Myo31DF
CG7438	-	2L	10506779	10491814	-1	Myosin 31DF	Myo31DF
CG18340	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	5971025	5969859	1	Uncoupling protein 4B	Ucp4B
CG18340	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2016-06-30]	2L	5971025	5969859	1	Uncoupling protein 4B	Ucp4B
CG43321	Insufficient genetic data for FlyBase to solicit a summary. [Date last reviewed: 2017-07-13]	2L	7012803	7012262	1	-	CG43321
